1667450534.2509947,92,37
1667450534.2883294,92,37
1667450534.3254993,92,37
1667450534.3634706,92,37
1667450534.4018319,88,36
1667450534.438091,87,36
1667450534.4759817,88,37
1667450534.513463,88,37
1667450534.5510027,87,36
1667450534.58824,86,36
1667450534.6258667,84,36
1667450534.6634862,81,35
1667450534.7009645,79,32
1667450534.7382047,76,23
1667450534.776003,67,15
1667450534.8135796,63,15
1667450534.8508744,64,23
1667450534.8882308,76,29
1667450534.9260015,84,32
1667450534.9634442,88,31
1667450535.001008,91,31
1667450535.0570874,94,32
1667450535.094581,94,32
1667450535.1323225,95,33
1667450535.1697178,95,32
1667450535.2067437,95,35
1667450535.2445066,94,35
1667450535.2818592,93,36
1667450535.319147,92,35
1667450535.3570156,91,36
1667450535.3945694,91,36
1667450535.432215,91,36
1667450535.4696162,91,36
1667450535.507021,89,36
1667450535.5446506,88,36
1667450535.5818558,88,36
1667450535.6196978,88,36
1667450535.6572132,88,36
1667450535.6945512,87,34
1667450535.7318335,79,31
1667450535.7696865,77,27
1667450535.806783,75,33
1667450535.8442736,77,39
1667450535.881935,82,42
1667450535.9192362,89,43
1667450535.9570844,91,43
1667450535.994657,94,43
1667450536.0322344,96,44
1667450536.0696967,97,43
1667450536.1072054,97,40
1667450536.1443932,97,42
1667450536.1820443,98,44
1667450536.2196052,97,42
1667450536.2569108,96,42
1667450536.294432,96,42
1667450536.331823,95,42
1667450536.369458,96,43
1667450536.4067938,96,43
1667450536.4446018,95,43
1667450536.4817696,94,42
1667450536.5196269,94,42
1667450536.5571487,93,42
1667450536.5944047,91,41
1667450536.6321745,88,41
1667450536.6696134,86,40
1667450536.70725,85,41
1667450536.744544,79,39
1667450536.7821023,80,37
1667450536.8194926,74,35
1667450536.8571064,76,36
1667450536.8944495,78,38
1667450536.931549,79,39
1667450536.9693089,82,40
1667450537.006899,88,41
1667450537.0443077,91,41
1667450537.0821445,92,40
1667450537.119619,92,40
1667450537.1568072,92,40
1667450537.1944742,91,38
1667450537.232175,88,38
1667450537.2695456,86,37
1667450537.3071291,85,37
1667450537.344339,84,37
1667450537.3818579,85,37
1667450537.4192371,85,38
1667450537.457142,84,38
1667450537.494377,82,38
1667450537.5321448,84,37
1667450537.5696473,84,38
1667450537.6068692,84,38
1667450537.6445265,83,38
1667450537.682067,83,37
1667450537.7195213,84,37
1667450537.757057,77,38
1667450537.7942681,81,38
1667450537.8317976,77,37
1667450537.86924,77,37
1667450537.90688,78,36
1667450537.9446146,75,34
1667450537.9818366,81,33
1667450538.0195107,81,31
1667450538.057096,81,28
1667450538.094329,81,23
1667450538.1321812,81,21
1667450538.1697721,81,21
1667450538.2069633,81,21
1667450538.2446806,80,22
1667450538.300919,80,23
1667450538.3379478,79,23
1667450538.3758836,79,23
1667450538.4134698,79,24
1667450538.4883711,79,23
1667450538.5259175,79,23
1667450538.5630772,79,23
1667450538.600774,76,23
1667450538.6379392,75,22
1667450538.6758144,64,20
1667450538.7134864,52,18
1667450538.7507696,48,16
1667450538.8065577,47,16
1667450538.8633072,42,16
1667450538.900235,53,18
1667450538.937702,58,18
1667450538.9755082,76,17
1667450539.0132976,84,21
1667450539.0507765,88,27
1667450539.0882223,87,26
1667450539.1258874,87,25
1667450539.163545,87,24
1667450539.200709,88,23
1667450539.2381523,87,25
1667450539.2755637,87,25
1667450539.3134573,86,23
1667450539.3504097,85,21
1667450539.3882046,84,20
1667450539.4258728,82,19
1667450539.4633992,80,19
1667450539.5009618,77,17
1667450539.53845,71,15
1667450539.5943053,66,14
1667450539.6320443,69,15
1667450539.6696534,69,14
1667450539.7071338,68,14
1667450539.7445643,66,13
1667450539.7816422,65,10
1667450539.8192601,52,9
1667450539.8567805,52,10
1667450539.9132352,55,11
1667450539.9507785,74,14
1667450539.9883907,79,17
1667450540.0258574,81,17
1667450540.0634112,83,16
1667450540.1007311,84,16
1667450540.138078,85,18
1667450540.1943104,84,12
1667450540.2507176,84,17
1667450540.288331,84,21
1667450540.325631,84,21
1667450540.3816526,84,20
1667450540.419397,82,20
1667450540.4757686,82,20
1667450540.5133317,81,20
1667450540.5509756,81,20
1667450540.588319,83,20
1667450540.6257095,82,19
1667450540.6633298,80,17
1667450540.71955,74,12
1667450540.7759295,68,9
1667450540.8134475,56,8
1667450540.8503428,39,8
1667450540.8881638,42,8
1667450540.9257462,50,9
1667450540.9632037,47,10
1667450541.019433,76,10
1667450541.0757263,83,12
1667450541.1133268,85,21
1667450541.1507099,86,26
