1667450534.0269086,87,107
1667450534.0646987,88,108
1667450534.1019866,88,105
1667450534.1396658,88,107
1667450534.176933,84,103
1667450534.2143395,73,97
1667450534.2519033,66,91
1667450534.2895098,61,91
1667450534.3268034,70,99
1667450534.364398,77,101
1667450534.4018028,83,104
1667450534.43964,85,105
1667450534.4768217,88,104
1667450534.5144472,91,109
1667450534.5519633,96,112
1667450534.5895479,99,113
1667450534.6268868,100,112
1667450534.6644194,100,115
1667450534.70176,99,117
1667450534.7393749,98,116
1667450534.7768435,97,111
1667450534.8143835,95,111
1667450534.8518503,94,109
1667450534.8896706,93,111
1667450534.926771,93,109
1667450534.964338,95,111
1667450535.0018013,94,111
1667450535.039657,93,110
1667450535.0768769,91,109
1667450535.1145647,90,108
1667450535.1518776,88,106
1667450535.1894035,85,104
1667450535.2268078,79,100
1667450535.2645507,76,100
1667450535.3017423,71,98
1667450535.3394344,74,98
1667450535.376812,76,99
1667450535.4144313,84,106
1667450535.4519062,90,107
1667450535.4896865,94,111
1667450535.526878,98,112
1667450535.5645363,99,114
1667450535.6017692,99,112
1667450535.639625,98,114
1667450535.6769369,99,113
1667450535.7145813,99,114
1667450535.751874,98,111
1667450535.7892451,97,111
1667450535.8269742,97,111
1667450535.8644862,97,113
1667450535.90176,96,111
1667450535.939236,94,111
1667450535.9767194,88,106
1667450536.0142894,96,112
1667450536.0517719,94,111
1667450536.08949,95,112
1667450536.1268532,94,110
1667450536.1644528,93,110
1667450536.2017457,93,109
1667450536.2394505,91,110
1667450536.2768724,84,101
1667450536.3142736,78,102
1667450536.3520486,78,100
1667450536.3895748,75,100
1667450536.4269257,77,100
1667450536.46453,88,107
1667450536.5018408,94,110
1667450536.5395296,98,114
1667450536.576698,99,113
1667450536.6142735,100,115
1667450536.6517518,99,114
1667450536.689562,100,115
1667450536.7270637,99,112
1667450536.7643456,98,114
1667450536.8017216,98,112
1667450536.8391511,96,113
1667450536.876797,95,111
1667450536.9141715,90,108
1667450536.9518056,89,106
1667450536.989238,86,106
1667450537.0269136,89,106
1667450537.0643184,88,107
1667450537.1017232,88,106
1667450537.139304,88,108
1667450537.176773,86,103
1667450537.2145023,82,103
1667450537.2518568,78,99
1667450537.2893207,74,99
1667450537.3269396,73,97
1667450537.364565,75,99
1667450537.4018214,79,100
1667450537.4579313,85,105
1667450537.4957879,86,106
1667450537.5330784,86,106
1667450537.5705636,87,106
1667450537.6080186,91,108
1667450537.645729,93,110
1667450537.683195,92,109
1667450537.7207453,91,99
1667450537.7582538,89,107
1667450537.7957883,88,105
1667450537.8329697,87,106
1667450537.8709202,87,106
1667450537.90815,87,106
1667450537.9454083,87,106
1667450537.9830155,85,105
1667450538.0205445,86,105
1667450538.0579522,86,106
1667450538.0955653,86,105
1667450538.13293,86,106
1667450538.1705866,86,106
1667450538.2080717,85,105
1667450538.2455246,79,101
1667450538.2834897,70,94
1667450538.3208053,59,94
1667450538.3581474,56,86
1667450538.3956647,52,83
1667450538.4332151,59,87
1667450538.470648,73,98
1667450538.5082662,82,104
1667450538.5458477,85,105
1667450538.5830064,85,105
1667450538.6203537,92,110
1667450538.6766946,94,109
1667450538.714355,93,111
1667450538.7518318,93,109
1667450538.8044388,92,111
1667450538.8268788,93,110
1667450538.8643277,92,109
1667450538.901718,92,109
1667450538.93926,92,110
1667450538.9770222,92,109
1667450539.0141685,90,108
1667450539.0517805,89,107
1667450539.0893128,86,107
1667450539.1458833,83,104
1667450539.183116,79,101
1667450539.2205338,75,98
1667450539.2581139,69,94
1667450539.2958329,64,92
1667450539.333417,54,86
1667450539.370779,59,88
1667450539.408356,65,93
1667450539.445719,71,97
1667450539.4831226,75,98
1667450539.5208435,84,104
1667450539.5589828,92,110
1667450539.5955853,96,112
1667450539.633003,96,113
1667450539.6705232,96,113
1667450539.707978,95,114
1667450539.745445,93,111
1667450539.783155,92,108
1667450539.8205242,91,109
1667450539.8580654,88,108
1667450539.8955233,87,107
1667450539.933,86,105
1667450539.9706962,86,105
1667450540.0267928,86,106
1667450540.0642374,86,105
1667450540.1018238,86,104
1667450540.139342,86,105
1667450540.1771858,86,105
1667450540.2142634,84,105
1667450540.2519014,76,98
1667450540.2892113,64,93
1667450540.3269036,58,88
1667450540.3644574,59,88
1667450540.4018316,62,89
1667450540.4394789,65,92
1667450540.4768038,75,97
1667450540.514255,83,104
1667450540.570554,89,108
1667450540.6082509,91,109
1667450540.645479,93,110
1667450540.6832623,93,110
1667450540.7204077,94,111
1667450540.758122,93,111
1667450540.7955472,93,111
1667450540.8331068,93,109
1667450540.8707101,93,110
1667450540.9081373,92,110
1667450540.9454792,93,109
1667450540.9829705,92,109
1667450541.0205727,91,109
1667450541.05819,90,108
1667450541.0955002,87,106
1667450541.1333063,85,104
1667450541.1706219,81,103
1667450541.2080834,77,102
1667450541.2456682,74,97
1667450541.2829733,69,94
1667450541.3395,59,90
1667450541.3769896,53,85
1667450541.4142497,54,85
1667450541.452001,54,85
1667450541.4892724,54,87
1667450541.526658,57,86
1667450541.564115,67,94
1667450541.6208723,88,107
1667450541.6579447,91,109
1667450541.695772,90,108
1667450541.7329135,87,105
1667450541.7704668,81,105
1667450541.8078527,77,105
1667450541.8453305,74,97
1667450541.8828964,72,96
1667450541.9206026,70,95
1667450541.958029,69,96
1667450541.996397,68,94
1667450542.0329666,68,93
1667450542.0704737,64,91
1667450542.1079838,61,90
1667450542.1455138,63,90
1667450542.1829627,63,91
1667450542.220553,63,92
1667450542.2580209,62,89
1667450542.2958817,60,88
1667450542.3328893,59,87
1667450542.3704967,58,87
1667450542.408244,56,88
1667450542.4457788,58,87
1667450542.4843645,63,91
1667450542.5392025,69,94
1667450542.5769296,78,100
1667450542.6141975,81,103
1667450542.6519542,84,105
1667450542.6892169,87,106
1667450542.7269304,91,109
1667450542.7648036,94,110
1667450542.8015902,94,111
1667450542.8396425,93,114
1667450542.8768048,92,109
1667450542.9144576,92,108
1667450542.9519055,91,109
1667450542.9890897,91,109
1667450543.0266082,91,108
1667450543.0643253,91,108
1667450543.1015954,90,108
1667450543.1399107,88,107
1667450543.1767366,88,106
1667450543.2142458,88,106
1667450543.2517807,88,107
1667450543.2892015,88,107
1667450543.3266497,86,106
1667450543.364349,83,102
1667450543.4017408,79,100
1667450543.439361,74,96
1667450543.4768496,67,93
1667450543.5143538,69,94
1667450543.551842,73,97
1667450543.5893776,81,102
1667450543.626827,86,105
1667450543.6642034,90,107
1667450543.7017145,93,110
1667450543.7393866,96,112
1667450543.7767181,96,111
1667450543.8142667,96,112
1667450543.8516045,96,113
1667450543.889206,97,113
1667450543.9268358,97,113
1667450543.9831789,97,114
1667450544.0579996,96,112
1667450544.095675,94,110
1667450544.1328695,93,110
1667450544.17048,90,108
1667450544.208167,84,104
1667450544.2454693,82,103
1667450544.2830584,85,105
1667450544.320571,85,105
1667450544.3581705,85,104
1667450544.3954747,85,104
1667450544.4331121,82,102
1667450544.4704003,75,97
1667450544.507948,74,98
1667450544.545558,77,100
1667450544.583093,79,101
1667450544.6207697,87,107
1667450544.6579869,92,110
1667450544.6954267,97,112
1667450544.7330773,99,114
1667450544.7704833,99,114
1667450544.8078654,100,114
1667450544.8455153,99,114
1667450544.883076,98,116
1667450544.9207337,98,114
1667450544.9579287,98,112
1667450544.9954982,97,113
1667450545.033095,96,113
1667450545.0705428,95,113
1667450545.1080914,93,112
1667450545.1454911,93,110
1667450545.1828647,95,112
