1667450545.239448,94,111
1667450545.276822,92,109
1667450545.3141775,90,108
1667450545.3516054,85,105
1667450545.3892176,80,102
1667450545.426772,77,99
1667450545.4643242,73,97
1667450545.5015547,72,97
1667450545.5395274,78,100
1667450545.5768516,84,103
1667450545.6143541,88,106
1667450545.651892,90,110
1667450545.6895394,93,111
1667450545.726775,96,112
1667450545.764381,98,112
1667450545.8017664,98,113
1667450545.8390841,98,115
1667450545.8767917,97,116
1667450545.914203,97,112
1667450545.951843,97,112
1667450545.9894247,96,112
1667450546.0267868,96,111
1667450546.064202,96,111
1667450546.1019423,96,112
1667450546.1391587,94,111
1667450546.1766105,90,106
1667450546.2141335,89,108
1667450546.2529027,88,106
1667450546.289199,87,107
1667450546.3268478,87,104
1667450546.3643198,84,104
1667450546.4018912,77,97
1667450546.4393468,70,96
1667450546.4766686,71,96
1667450546.514227,76,99
1667450546.5516365,80,101
1667450546.5891256,86,105
1667450546.6454558,93,109
1667450546.6830792,93,109
1667450546.7206633,90,108
1667450546.7579286,90,108
1667450546.795444,91,109
1667450546.8332455,90,106
1667450546.870677,91,117
1667450546.9080892,90,108
1667450546.9456155,91,109
1667450546.9830089,91,108
1667450547.020449,91,109
1667450547.0580113,91,108
1667450547.0954683,90,108
1667450547.133044,91,109
1667450547.1705165,92,110
1667450547.208102,90,108
1667450547.2455366,89,108
1667450547.282997,87,106
1667450547.32056,84,104
1667450547.3577814,81,102
1667450547.3954723,77,99
1667450547.433067,68,98
1667450547.4705048,68,94
1667450547.5078654,71,90
1667450547.5453138,77,100
1667450547.5830536,87,107
1667450547.6203012,93,109
1667450547.6580098,92,109
1667450547.6954534,94,111
1667450547.733072,98,113
1667450547.770317,99,115
1667450547.808063,99,114
1667450547.8454123,99,113
1667450547.8829591,99,114
1667450547.9203424,99,114
1667450547.9579413,99,113
1667450547.9956532,99,113
1667450548.032901,99,113
1667450548.0704944,99,114
1667450548.1081324,99,113
1667450548.1454697,98,113
1667450548.1828187,97,112
1667450548.2204008,95,111
1667450548.2579,94,111
1667450548.2956698,94,108
1667450548.3330812,93,109
1667450548.370455,86,106
1667450548.408086,76,101
1667450548.4454024,75,98
1667450548.4830635,77,98
1667450548.520423,78,101
1667450548.5577853,90,109
1667450548.5953279,95,111
1667450548.632819,98,113
1667450548.6703243,100,115
1667450548.7085054,101,114
1667450548.7454872,101,116
1667450548.7828262,101,114
1667450548.8203547,100,120
1667450548.857707,99,117
1667450548.8957224,99,114
1667450548.9330869,98,113
1667450548.9895487,98,114
1667450549.0266898,98,113
1667450549.0643177,98,113
1667450549.1017663,96,112
1667450549.1394343,95,112
1667450549.1766574,95,111
1667450549.2141955,95,112
1667450549.2519932,95,110
1667450549.2894835,94,109
1667450549.326823,92,109
1667450549.364266,87,106
1667450549.4017198,77,102
1667450549.4392066,78,100
1667450549.4767497,81,101
1667450549.5141735,83,104
1667450549.5518327,87,107
1667450549.5895088,93,110
1667450549.626792,94,110
1667450549.6642702,97,112
1667450549.7016976,97,113
1667450549.7395847,97,116
1667450549.7765932,97,111
1667450549.8140316,96,115
1667450549.8514407,96,110
1667450549.8889987,95,112
1667450549.926819,93,109
1667450549.964253,93,110
1667450550.0202544,93,107
1667450550.057886,91,109
1667450550.0956023,92,109
1667450550.13276,93,110
1667450550.17044,93,110
1667450550.2079148,91,109
1667450550.2453873,87,106
1667450550.282912,82,101
1667450550.3207881,76,99
1667450550.3580518,70,95
1667450550.395608,68,96
1667450550.4327767,73,96
1667450550.4702654,74,97
1667450550.507816,78,102
1667450550.5452998,87,106
1667450550.582831,92,109
1667450550.6207814,96,112
1667450550.6578836,98,114
1667450550.6954439,101,115
1667450550.732984,101,116
1667450550.7704687,101,116
1667450550.8078723,101,113
1667450550.8455505,101,117
1667450550.883035,100,114
1667450550.9203522,100,115
1667450550.95787,101,115
1667450550.9954875,100,114
1667450551.0327437,97,113
1667450551.0702956,96,111
1667450551.1077967,96,112
1667450551.1455774,96,112
1667450551.182704,97,112
1667450551.2201812,96,112
1667450551.257803,96,111
1667450551.2953,93,109
1667450551.3328364,89,105
1667450551.3702261,82,105
1667450551.4078267,81,102
1667450551.4452908,80,102
1667450551.4827402,84,104
1667450551.5202887,89,108
1667450551.5577886,92,109
1667450551.595644,93,110
1667450551.632749,93,110
1667450551.6704435,95,111
1667450551.7079294,95,112
1667450551.7644577,94,111
1667450551.8016586,94,110
1667450551.8390465,94,113
1667450551.8767266,94,109
1667450551.9141014,94,111
1667450551.9519236,94,110
1667450551.9891224,94,110
1667450552.0265298,93,110
1667450552.064241,89,107
1667450552.10164,87,106
1667450552.13896,87,105
1667450552.1767416,86,105
1667450552.2144327,85,106
1667450552.2514892,83,104
1667450552.288983,80,102
1667450552.3265455,74,96
1667450552.3641133,71,98
1667450552.4027536,69,94
1667450552.439168,73,97
1667450552.4767678,77,98
1667450552.5140252,80,103
1667450552.551583,89,107
1667450552.5890665,95,112
1667450552.6265872,98,111
1667450552.6640313,99,114
1667450552.701569,97,112
1667450552.7394176,96,112
1667450552.7765172,95,111
1667450552.8140597,94,113
1667450552.851449,93,110
1667450552.8892941,93,110
1667450552.926634,91,108
1667450552.9643352,90,109
1667450553.0017018,88,106
